Record-ID,Transcript_CTD,Transcript_PFT,Transcript_SFT
Process-rec-091,"or woman and a mother probably washing up the dishes at the end of the day. Her children are also in the same picture in the kitchen, both a little girl and a son. The son is climbing up on the stool which is falling over and the little girl is waving her arm about something and intends to say something perhaps about that. For the mother or the woman at the sink, the water has come over the top because the plug has obviously been put in and the tap has meant that it's pouring out onto the floor and nobody seems to notice. Thank you. ","people, pegs, pudillas, countries Portugal, places that I've been to, I've included other cities, Peterway and numbers of cities in town. So I'm sorry, I'm sorry, I can't race them off for any purpose. I can't think of any purpose with it. ","dog, elephant, tigers, kittens, horses, ponies. I had cats, dogs, spaniels. and gone around, but lots of animals but I don't think they immediately come to plan. The ones that I most favour and have most experience with with cats when as a child and there were dogs in my husband's family and but I used to take my daughters to horse riding, so some things that we have used quite a lot in the past regularly. Thank you. "
Process-rec-027,there's a lady washing up she's left the taps running that's running onto the floor there's a child on a store which is falling over he's trying to get some cookies out of a jar the lid's off the jar there's a girl standing by the side of him cupboard doors open there's a It looks like two cups and a plate on the worktop. The lady is drawing her plates. Outside the window you can see a garden path and some building out there and some grass. It's a pair of curtains which are tied back and they're in a kitchen. ,"Fork Your Pine, Pelican, Plimp Soul, Picture, Paper, Producer, Poppy Cock, patchwork, painting, poker, play, perhaps, perpetual ","dog cats, arvark, rhinoceros, cipra, elephant, giraffe, tiger, leopard, osalot, squirrel, fox, rabbit, hair, goat, cow, snake, koala bear, kangaroo, wombat, gorilla, chimpanzee, poboscus monkey, macaque monkey, gibbon around your tank, come with a gorilla. "
Process-rec-076,"So it's in a kitchen looking like a very old like traditional household probably from like 50s or 60s or something. There's a boy trying to get up to the cookie jar and the top shelf, the cabinet door for some reason comes out of the square over the drawing. He's falling off of his stool while a little girl laughs at him. There's a woman at the sink she's washing her dishes and for some reason completely oblivious to the fact that her sink and entire kitchen seems to be on a slant because not only is it just spilling over onto the side but it's specifically spilling onto the floor and that's quite the hazard and I think I don't think that would that would get away with building regs, to be honest. You can see the outdoors they've got. I was about to say a garden, but it looks more like a path that goes around and nearby house. You can see through that window because of the curtains are indeed open, mostly. Field plates and dishes on the side. Yeah. None of the counter-doors are open only to having a door with a little boy. The woman's dress, the girls in her skirt, the boys and shorts and yeah, it's about it. If it can still be heard, for some reason they finish the question, button is starting to make my chrome freeze. I'm sure why. ","Penny, purse, pouch, prints, uh, printer, uh, pot, uh, suddenly everything has gone out of my mind, uh, PlayStation, uh, hmm, person, plant, I don't know why I can't think of being words. That's odd. Pavement. Plug. ","Dog, mouse, frog, squirrel, zebra, wolf, horse, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, giraffe, and you forgot your uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, like tarantulas, scorpions, geckos, aka lizards, snakes. What else is there? Come on, Brian. Foxes, deer, and Kenya. That's all I think called a dig-dick. That's quite funny. Yeah, I'm gonna stop there. "
Process-rec-104,"Yeah, it appears to be a kitchen where some lady is potentially cleaning the pots but the water is always spilling from the sink. The children's trying to get hold of the cookies in the cupboard and appears the boy is about to fall over the stool. There's pots on the worktop. And there is to be a bit of an image of some kind of a garden through the kitchen window. ","Prince, pen, patience, psychology, pizza, parents, philosophy, pipes, pencil, paint, people, pathways, psychology, progress, palliative, ","Tiger, lion, giraffe, cat, dog, whale, leopard, wolf, fox, cheetah, rhinoceros, eponymous, zebra, horse, donkey, sheep, cattle, buffalo, Hainas G. Kangaroos. "
Process-rec-047,"There is a lady watching the pots with the tap running, which is overflowing out of the sink on the floor, and she's paddling in it. There is a lad trying to get the cookies out of a jar in the top cupboard standing on a stool, which is in the process of falling over. There is a young girl with her underpinned ear waiting for the cookies. You can see out of the window into the garden, the window is open. The curtains are open. There is one covered door open where the cookies are. And she, the lady is actually watching a plate or drying a plate. There is what appears to be a dish and a cup on the worktop. There are one, two, three, four, five, six, seven, eight, nine, ten, eleven doors in the kitchen that you can actually see into the cupboards. The Junglers got shoulder length there, the Junglers got ear length there, and the lady has got chin length here, neck length ","P, P, L, Plum, Plum, Blank, Play, Basel, Pick, Point, Bebo, Past, Ping, breast, breast, priest, physics, psychology, print, printer, ","Cat, dog, hamster, guinea pig, rabbit, weasel, stout, fox, badger, lion, tiger, elephant, lynx, meerkat, mouse, rat, ferret, polcat, stag, deer, Pig, cow, donkey, horse, sheep, goat, llama, alpaca, giraffe, zebra, hippopotamus, rhino, panda, monkey, chimpanzee, gorilla, orangutan, "
Process-rec-157,"Okay, well, there's a boy stood on a stool, a three-legged stool, which is obviously overbalanced, and he's obviously looking like he's about to fall on the ground. He's got a hold of a cookie jar, so it looks as though that's going to fall out of the shelf of the overhead cupboard where he falls over backwards. There's a woman looking like she's doing the washing up but left the tap running and the water is flowing over the edge of the sink onto the floor. Looks like there's obviously some malfunction with the with the waste overflow pipe in the sink because it should contain excess water rather than allowing it to go over the top edge of the sink. It looks as though she's got her feet in the water, so I guess that's going to make the floor slippery and put her in peril of slipping. She's drawing a dish with a cloth, but if she slips, that dish is likely to fall on the floor and break and could be dangerous. I think at the moment that's probably about as much as I can see in terms of hazards. Possibly the young girl is close to where the cookie jar is likely to fall out of the cupboard so she might actually get involved in some of the dangers going on within that scenario. ","paternity, petrol, position, potential, positron, proton, players, person, personal to plural, potential paper, Flurry it to you. ","armadillo, antelope, bear, buffalo, kuga, treata, elephant, giraffe, hippopotamus, rhinoceros, lion, tiger, giraffe, monkey, ape, gorilla, antelator, scorpion, "
Process-rec-048,"The kids are stealing, trying to kill cookies out of the jar, but one of them's, the boy named John, is about to fall. He's passing cookies down to his sister, Chloe. Mum is distracted and probably been on the gin again, and there is a flood appearing with water coming out of the sink, and she's not really concentrating on that. She's bored and more concentrating on something else that's more important to her, or worried about something else. that she is staring out the window looking at the grass that is overgrown and over in the front garden and the gate where the sun is coming in. ","pan, pen, people, pan pipes, pipes, pipe, poles, pull, push, purple, pink, the section, Peter, Pete, and pure, purest, people, paper, papier-mache, play, player, pure, plural, ","Fish, animal, fish, animal. Cat, dog, rat, mouse, fox, bear, gorilla, monkey, shrimp, lamb, cow, deer, foal, horse. I can't see many of this. Bird. sparrow, hawk, dolphin, whale, and different kinds of whales. Shrimp, crustaceans, why are they all food related I don't know. Blam, I've done that. No, I can't really think of any of that. I don't think I can speak English in these words. It's quite tricky. Monkey, gorilla, dumb nose, giraffe, "
Process-rec-065,"The mother's washing up. The sink is overflowing. There's a garden outside with the window open and some curtains at the window. The boy and girl are trying to steal cookies. The boy's on a stool and about to fall off and the girl is reaching out. It's in the kitchen, the kitchen cupboards. The mother has an eponon and he's drying dishes. There's some plates on the right hand side, maybe waiting to be washed up. There's a path outside the house. That's it, I think. ","play, play, potato, piano, play, time. Plank Possum Pants Pint ","cat, dog, golfish, rat, elephant, tiger, lion, cheetah, snake, crocodile, wildebeest, giraffe, hippopotamus, cow, pig, hen, come blank. Thank you very much. "
Process-rec-084,"Seeing with a family scene, the wife appears to be washing the dishes. The sink is overflowing, creating a hazard. She's currently washing the dishes. Plates where she looks out of the window. two children, a boy and a girl, a standing on a tool which is about to topple over as they try to access the high kitchen cabinet in particular with reference to obtaining a cookie from the cookie jar. The window is open with a view to the garden. As I was saying, the kitchen sink is overflowing and creating a hazard. ","pure, pearl, pubescent, perfect, practitioner, plasma, plasterer, pastry, purity, public, Carla, punitive, prohibition, perception, particular, prior punitive, ","Zebra camel cat dog mouse rhinoceros cheetah pamphor lion tiger chimpanzee gorilla orangutan baboon aina coyote wolf pick cow sheep, deer, moose, "
Process-rec-066,"Okay, a mother washing up, not paying attention to the tap being on. Two children unsupervised climbing on a stool, one of them to get cookies from a jar and the stool is about to fall over and he will fall over. The mother not paying attention to them. Crockery on the cupboard, water on the floor, window open, Curtin's open a small view of a garden or a shed with a pathway leading to it, a bit of a garden. ","paid, patience, patience, patience, pre-varicate, pitch, picture, pay payment, pride, priority, Presidents. Pire a camp for you. Peace. Also the other spelling of peace. Prick. Prott. ","cat, dog, goats, sheep, cow, elephant, bear, tiger, lion, hyena, gorilla, chimpanzee, orangutan, sloth, never thought of this. I know, I can't think of anything. Mine's completely blank. Yeah, Panda. Polar bear, horse, pony, zebra, giraffe. Nope. not a good subject. "
Process-rec-015,"A woman washing dishes but the machine is not the machine. The sink is overflowing onto the floor and wetting whole her feet. The male and female child, the male child is throwing a stool that's falling over and he's trying to get the cookie out of something labeled the cookie jar. The girl is holding her hand up that she wants from passing to her. The woman's side of where she stood at the sink, she's wiping her plate with the water splashing onto the floor, which I've already said. There's two cups from what appears to be another plate. They're already waiting and the view out of the window is a garden with a path and it looks like some kind of plants that's about two foot high. Stregly, and that's on the right hand side. On the left hand side is like a mound of something that could be plowed. And then something like another building through the window. You can see the roof of another building. ","puzzles, punchbowl, potatoes, pyramid, pound, pontiac, planning, pram, prestigious, people, pianists, driver, Pony, prancing about people. Popul duties, the Pope, or just Pope. Pen dragon. ","Pigeons, sparrows, elephant, rhinoceros, lion, tiger, wolf, roby, blackbird, rhinoceros, and marine asset animals here. Oh slugs, snails, worms, ants, all the creepy crawly animals that are getting to greenhouse are spiders, different types of ants, red ants, black ants, timeout. "
Process-rec-005,"this style scene of domestic confusion where they've got these rowdy children doing their own thing, getting in the cookie jar and their mothers completely unaware of it and she's thinking of all sorts of things while the sink overflows. ","Pillic, Postbox, Pyracanthus, Pudding, Prometheus Project, Pill, Post-Mental, something. Oh, purple, poison, pillbox, positrons, planets, chrometias, Poseidon, planets, ","Dogcat, giraffe, Wallaby, kangaroo, tortoise, turtle, killer whale, blue whale, fin whale, haddock, guinea pig, hedgehog, male threat, koala bear, wombat, and fly blue bottle, Snake, Tyrannosaurus Rex, Horse, Pony, Chihuahua, Catapilla, A spider, a tarantula scorpion. "
Process-rec-025,"washing up. The sink itself is overflowing. There are two children in the background, a young boy who's climbing up on a stool to get something from the cookie jar and the stool is tipping over and he's going to fall off it. Also there's a window with curtains and through the window you can see a garden path. There's also a couple of cups and a plate on the work surface. ","penguin, platypus, tamargan, cow, horse, sheep, rabbit, chicken, tiger, elephant, giraffe. Although, let's be peas, not animals, isn't it? Oh dear. Let's start that again. It doesn't let me. There's something in the way. ","This art book, an teacher, fair, bison, cow, dog, elephant, giraffe, horse, iguana, kangaroo, llama, monkey, barangatang, rabbit, stote, tiger, whale, some kind of antelope beginning with eggs, the zebra. "
Process-rec-140,"The children are getting up to mischief by getting the cookies out of the jar in the kitchen cupboard, little boys standing on the stool, which is just about to collapse on him. He's giving the cookies to his presumably sister, our friend. While the mom's back is turned and she is doing the washing up, Unfortunately, she looks a bit distracted because the water in the sink is overflowing. She's wiping the plates dry and looking out of the window. Not sure what she's looking at, but she's obviously, as they've been distracted, a feet are getting our wet with the water that's going on to the floor. The curtains with the tie backs looking out the garden. There's other houses and trees and a path going up the garden. And I can't really think of anything else to say on that. ","People pen, pin, purpose, package, parcel, participate, party, pickle, pigeon, panic, perusal, percentage, prowess, powers, physical, physiotherapy, physiotherapist, psychologist, ","Rabbit dog cat, fish, elephant giraffe, lebra, lion tiger, bird, oh gosh, mouse, rat, whale, um uh mowl squirrel uh he he dolphin uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh "
Process-rec-109,"Well, it's a kitchen where the mother is washing the dishes and drying up plates. The sink is overflowing because the tap is running and the water is spilling onto the floor. The window is open. Look out looking out onto a garden and ask her. On the left hand side of the picture is a cupboard, a wall cupboard with a cookie jar in it and two children trying to get at the cookies in the jar. The boy and the girl, the boy, is standing on a stool reaching for the cookies, but the stool is beginning to tip over. And he's passing cookies to the girl who is standing next to the stool. The mother appears to be wearing an apron of some sort. Through the window, you can see a garden and another house or an extension to this house with a bushing front of it, and the path going past it. Beyond which is a hedge and tree. Next to the sink, there are two cups and a plate. There are fitted cupboards all around the kitchen. ","pipe, porter, pewter, pig, pig, possible, panther, pariah, pepper, portrait, picture, painting, paint. Pi. Pantry. Pi. Pair. Pair. Pair. Pair. Pair. Pair. Pair. Pair. Pair. Pair. Pair. Pair. ","Dog cat, rabbit, cow horse, lion, tiger, giraffe, hippopotamus, lion, roseros, antelope, reindeer, crocodile, tapier, boar, pig, duck, hen, eagle, I don't know, are you cleaning fish? Alright, cod place, havoc. Octopus, shark. Oh, that's real. No. "
Process-rec-153,"The sink is overflowing. The woman doing the washing up hasn't appeared to have noticed. A boy is falling off a stool trying to get into the cookie jar, possibly on behalf of his sister. The curtains are drawn back. There's quite a nice garden view. The kitchen is kind of interestingly clean and modern. But it's a rather surreal image actually. It suggests a negligent mother who's not paying attention to her children or the washing up. Maybe there's a lover somewhere in the picture, say, out of the picture. It's an interesting one. That's as much as I've got to say about it. ","precise, prescient, pro-crastination, prior, prefects, professional, prefect, paragon, polyanna, process, paradigm, picture, paradox, process, procedure, protocol, prefix, I think I may have already said that. Prior procedure, I'm beginning to think again, I'm forgetting what I've already said. You know, that's it, I'm watching the clock time down as well now, so I'm going to be out of time now. ","cat, dog, rabbit, hamster, guinea pig, budgerigar, pigeon, lion, albashross, antelope. I don't do any of running at whales, goldfish. They'll blind me. Animals, animals, animals. rhinoceros, elephant, cheetah, tiger. It starts to lose count. It's embarrassing. They're getting to forget, but I've already named, which is an interesting observation in itself, called Haddock Pollock. go through fish, dolphins, narwhore, oh puffins, razor-bills. "
Process-rec-152,"Right, boy in a girl, boy on a stool, which is falling over, girl reaching up, they've got to a cookie jar, it's handing her a cookie. It looks like it's going to fall on his back. Mums are drying the pots, the sinks fall on this water, pooling on the floor. Mum seems oblivious, kids are oblivious. There's a lot of health and safety issues at stake. There's some pots there that look as if they've been dried. And then looking through the window, there's a bit of a driveway and a bit of a garden. There's sort of like square panel window, there's some curtains with tie bikes, there's about eight cupboards, the one that's with the cookie jar, is a jar. They seem to be quite happy the boy and the girl at the moment till he breaks his neck. Yeah, there's lots of issues going off there. Mum's making sure that the parts are clean. Interesting to see that it's a woman who's drying the parts and doing the parts and looking after the children rather than a man. I suppose that's par for the curse. I can see some trees in the back ground through the window. I can see what looks like the roof of another house. And I can see it looks like shrubs, but it could be people in the distance. Yes, mum even though she's standing in the pool of water, It's totally oblivious and she looks like she's come off the old fairy washing up liquid adverts and she's sort of posing there. Cookie jar is absolutely enormous but judging by them they're not part of the obesity crisis that the two children are quite slim. It looks quite a dated picture, probably 1950's, 1960's, circa. I don't know whether that water's hot or cold, but if it's hot, then she could burn herself. I can see some handles on the cupboard doors. And yeah, she's got like a sleeveless dress on and an old-fashioned like penny over the top of it, knee length skirt and sort of little pumps on and she's got a hair sort of tour ears in a sort of bob with a fringe. She doesn't look like she's got makeup on, she's not wearing glasses. I can't see that she's wearing any bracelets, earrings or jewelry at all. ","People, politician, project, people, politician, project, persuasive, pretend, political, propaganda, pneumonia, Panasonic, Panama, penile, perjury, protect, projectile, provision, provide, profusion, pretend, preternatural, prerequisite, paternal, paternity, Uh, palm. ","dog, cat, wolf, mouse, elephant, ape, chimpanzee, hen, sheep, bull, cow, frog, hippopotamus, camel, unicorn, donkey, horse, Pig, goat, sheep, hair, rabbit, weasel, bear, orangutine, monkey, kitten, "
Process-rec-058,So on the left hand side you've got what looks like a young girl with a finger on her mouth or near her mouth and her left arm reaching upwards towards her brother who appears to be stood on top of a stool which is leaning backwards as he's reaching for a cookie jar which is on the top shelf of a kitchen cabinet and in his left hand he seems to be passing the young girl a cookie and his right hand is holding onto the cookies in the cookie jar and then as you come into the centre it seems like it's the corner of the cabinets in the kitchen and then the right hand side of the image is a mother who is washing the dishes. She's got a towel in her right hand and she's wiping a plate. She's in a short dress with what looks like an apron around her waist and like ballet shoes and the sink is overflow in water onto the floor and over the cabinets and on the right hand side of that is a couple of dishes which have probably already been washed and then in front of her is a windowsill where you can see a bush and another part of a house either her own or a different house. ,"purple, pink, pardon, pronounce, push, pull, poach, pouch, pullover, packet, parcel, Puffer Puffin Publish Pass over Plug Plus Plus Pack ","A bit fish, dog, cat, octopus, zebra, shark, whale, monkey, tadpole, seagull, crow, blackbird, hamster, lemur, tiger, lioness, alligator, crocodile. Oh my gosh. elephant, cow, shetland pony, horse, starfish, crab, mussels, prawns, warhog. "
Process-rec-097,"I would assume that the lady is the mother of the family. She is drying some dishes that she would have just washed, that she seems to have left the tap on because the sink is overflowing. Then you have two children. The girl is somehow holding her arm up. The boy has taken a set of steps or something that he can stand on and he is taking uh we would call them biscuits but he's taking cookies the American word cookie and she has her hand out in order for him to have take one from him however he's about to fall off the stool because it seems to be tilting backwards and the mother has absolutely no idea what the children are up to. She is standing in front of a window that has curtains and you can see into their garden. There's hedges, possibly a path. The curtains are held back by a loop. She seems to be standing in the water that is overflowing. Like this. ","passport, porthole, premium, paper, printer, prenup, peanut butter, peace, pen, pencil, photograph, premium, postcode, perennial, pansy, puppy, ","Cat, dog, monkey, cheater, giraffe, horse, donkey, dolphin, fish, cow, horse, pig, puppy, kitten, snail, "
Process-rec-054,"There is a woman standing at an overflowing sink and she is obviously drying up the plates without concentrating on the fact that the tap is still running. There are two children, a boy and a girl. The boy is reaching up for a cookie jar on a stool that looks like it's going to fall over and the girl is actually reaching up to him. The puddle on the floor is showing splashes. There's a window with two tied-back curtains through which you can see something of the outside. The lady is wearing what looks like an apron over a dress. Her hair reasonable just below chin length in a slightly old-fashioned style. Hmm. She's wearing possibly slippers, the children wearing shoes, and the lid is already off the cookie jar, so someone is about to help themselves. ","pet, porcupine, prize, permission, poll count, premise, promise, people, publican, politician, pen, pencil, premise, peculiar, popular, paranoid, premise, promise, pupil, possible, pancreas ","Cat, dog, lizard, elephant, kangaroo, lion, tiger, polar bear, meerkat, penguin, duck, goose, mohen, snake. Whew, it's getting hard. Squirrel, tortoise, boa constrictor, zebra, dig dig. I'm getting stuck. Horse, camel, giraffe. I mean, it's a long time. Fish. for us. "
Process-rec-070,It looks to be a chaotic family scene. The mother looks to be washing pots up. She seems somewhat distracted. She looks to have left the tap on and it's flooded everywhere. And she's standing in water. There's two children behind her trying to get cookies out of the cookie jar. The boy is standing on the stool trying to get cookies from the top of the cupboard. The stool's falling over. The little girl is standing next to him. She's holding her hand up in the air. She wants a cookie. It looks to be in their family home with a garden outside. ,"Perfect, peace, practical, practicality, provisional, provisions, pound, place, people, person, pie, porcupine, peace, particular, proper, Platoon, flotty post, Pratt, Pick, Pinsers, Popular, Pratt, Pop, Pink, Podantic, Plats, Posh, Pack, Pea, Pearce, Pea, Pump, ","dog cat mouse rabbit rat giraffe zebra wolf tiger leopard cheetah horse donkey chicken elephant fox head jog Pig, donkey, shrew, wool, mouse, hair, deer, jackal, hyena, durable hamster, guinea pig, pony, piglets, "
Process-rec-145,The lady is in the kitchen and she's drawing the pots. The children are in the room as well. The little boy is up onto the top floor and he's getting some things out of the cupboard. And the little girl is waiting downstairs to trim to collect that and you'll give it to her. And that's what happened in there. ,"Pot, Williamson, Brian, Prism, Pancake, brush, pencil, prison, ","dog, cat, lion, cheetah, dog, horses, lions, elephants, squirrels, birds, fish, cheaters, and what else is there? "
Process-rec-090,"There is a kitchen scene in which the mother dressed in a shift dress with an apron on is distracted while drying a plate. Her sink is over for a flown with water and she hasn't realised. There are dirty dishes on the side that she's yet to wash. She's facing an open window with curtains hanging at the window overlooking her garden. she has water on the floor which she's stood in and she hasn't noticed it stripped all down the front of the kitchen cupboard. A children in the meantime, unbeknown to her, are using the kitchen stool. The boy is reaching up to get cookies out of the cookie jar and pass them down to his sister who has a handout stretch waiting to receive one. The children are dressed in summer clothing, the girl with short socks and a skirt and a t-shirt and the boy with his shorts and t-shirt on. It gives the illusion of being a warm time of the year with the wind to be in open and the type of clothing that they're wearing. ","pen, paper, paperwork, paperclip, puzzle, plaster, paint, picture, picture frame, photograph, um, pole, push, pliers, piano, platter, plug plums potatoes pears peaches pineapple penguin parrot pullover ","Dogcat, hamster, gerber, rat, budgie, goldfish, tropical fish, marine fish, whale, dolphin, seal, sea lion, walrus, snowhair, hair rabbit, donkey horse, pig goat sheep deer, llamas, sipopotamus, rhinoceros, zebra giraffe, elephant lion tiger, jaguar leopard, cheetah, chimpanzee, gorilla orangutan, "
Process-rec-118,"There's a young man taking biscuits out of a tin. He's about to fall off a three-legged stool. His sister or accomplice is waiting to catch the biscuit. His mother is standing beside an open window. Obviously he's not noticing that the sink's overflowing. I'm going on to the floor outside. There's a nice path outside with a little bush. The curtains are open. The cup and a dish with a plate on the, on the, on the sir on the side there. So that's it really. It's a very plain kitchen. I'll say that. Forward, how do you press forward? What does it mean by forward? What is forward? Oh, scoot. ","words, words we're getting with p pineapple pine tree p I love that. ","Horse, dog, cat, elephant, giraffe, tiger, lion, cheetah, pupuma, monkey, hedgehog, cow. Goodness me, bison, rabbit, fox. rhinoceros, crocodile, alligator, "
Process-rec-002,There's a lad stood on the stool that's fallen off trying to reach down for the cookie jar. It sisters stood there waiting with their hand raised to take a cookie. A mum's doing washing up which is left the tap saw and the sink is overflowing. windows open and on the side is two cups and a plate and she's washing a plate ,"pipe, plain, peephole, plumbing, plastic, filter, picture, petrol, plant, potato, pilot, ","dogs, cats, birds, monkeys, rabbits, pigs, birds, seagulls, zebras, giraffes, penguins, polar bears, prong bears, lizard snakes, spiders, mice, rats, horses, "
Process-rec-143,"children are raiding the cookie jar and stood on a petal stool which is rocking back as the boy tries to get himself established with which some cookies and is passing them down to his sister and mum is busy drying dishes and looking out the window whilst they children are falling over and Mum's not noticed that the sick is overflowing because the tap has been assumed because the tap has been left on, left running. The curved pathway, some cubits I've left off the floor and some cupboards mounted on the picture. I'm not quite sure what that is. I think that's it. ","I can't do that. I can't do that. I can't do that. I can't do that. I can't do that. I can't do that. I can't do that. I can't do that. I can't do that. I can't do that. I can't do that. I can't do that. So P, P, pineapple, puma. Postbox. Post. People. Property. That wasn't very good. ","lion, tiger, puma, snake, worm, bird, shoe, kingfisher, bear, fish, cod, chips. is that bra? stagged, deer, bear, snow, snow bear? "
Process-rec-019,"Well, I can see lady washing the pots. Unfortunately, she's overfilled the sink and it's spilling out onto the floor. And we've got two children, and then after some cookies in the cupboard, he's always just stood on the stool, which is not very safe. And the girl's stood underneath, which is likely to get the cookie jar on her head. So it's really a disaster for accidents to happen in the home. which is wiping the parts. Oh, well, looking nice garden by what looks a bit there. And as I say, the two children are obviously going to have an accident because he's fallen off the stool already. And the cookie jar is likely to fall on that girl's head. ","been in there like to be, I've just said, petrol. Not names thing. Maybe I can't think of any more, I just... Puma, that's animal or cat. ","Dog, mouse, lion, tigers, giraffe, rhinoceros, snakes. Let me think of some more. There's lords and lords out there. There's lords and lords. Hamsters, mice, rats. I think I've said giraffe. Ryan, that's an elephant, tiger, I think I've said, I can say dog cats. Okay, how many more, how many more than the thousands of them, thousands of them. Zebras, cows, sheep, and I "
Process-rec-086,"You can see the woman is just wiping dishes. The water's running out of the sink. There's a woman's head outside, oh, maybe it's a planter. There are two children, a boy and a girl. The boy is standing on a ladder, reaching up to get into the cookie jar. curtains up at the windows. You can see one. Well, they're both tied back. It looks like two cups on the sink, side of the sink and a plate. If he doesn't watch out, he's going to fall off the stool. Little girl is holding her hand up to receive some cookies out of the jar. What else? The woman has an apron on. A full apron. Oh, they flowers on the windowsill outside. I can see another house behind. And what looks like a hedge. Oh, one, two, three, four, five, six. Six cupboards under the sink. three cupboards over the work surface, whether children are looking up to get into the cookie jar. I think that's about it. ","Hands. Pop. Popsicle. Perfume. Pluster. Pluster cast. Picture. Plate. pottery. Did I say perfume? Pomegranate, pear, peaches, popsicle, ","Manimals now. Oh, I've got to name them a bit. Dogs, cats, lions, tigers, elephants, rats, mice, dogs and cats haven't done. Apes, monkeys, zebras, rhinoceros, elephants, deer, antelopes. Oh, elephants. Oh, many more. Said dogs and cats, haven't I? A goldfish, no. Goldfish. Goldfish, parrots, blackbirds, robins, greenfish, pigeons. "
Process-rec-131,"It's children are taking cookies from a cookie jar, handing to another, that's a male child handing to a female child, he's on a stool which is topping over, so he's likely to fall if he doesn't do something about it, he's sitting in the kitchen, he's laying from the upper, upper side of the kitchen, the upper cupboards, this one lower cupboards, this lady, I assumed to be the mother, I was washing up, but she'd lie in the sink to flow onto the floor and she'd go a window that looks out onto a garden path. She'll be parked by and she'd lie in the sink to flow and that this turns at the window and the window's half open so it looks like this is coming in. ","of potato, peal, potage, progress prior, proletariat, It's very hard this. Prehensile. Prehurt. Plum. Plum. Plummed. ","Elephant, hippopotamus, dog, cat, bird, silver touch of bird, a link of fox, snail, ant, ladybird, antelope, buffalo, giraffe, Zebra, there's all fish, so there's caught, there's Hadek, there's Whiting, and there are, I don't think of, I'm right, I think she's saying that, "
Process-rec-083,"goodness, not high risk picture that you're showing me. There's a young boy who is attempting to reach, well he has reached a cookie jar. He has a biscuit in one hand, which it looks as though he's going to hand it to his sister. But he's balancing perilously on a stool. In fact, the stool has already started to fall over. So he's at risk of injury. Meanwhile, his mum, who's also in the kitchen, she has her back to the children so she doesn't actually know what's happening. She's not aware of the danger that her son, I'm assuming that's her son, that he might be in. She seems to be a little bit preoccupied because she's drying a dish in her hand, but the sink is actually overflowing and the water is splashing onto the floor. And it doesn't appear that she's aware of that. So she obviously has something that is preoccupying her mind. To that degree that she's noticing neither the water that's splashing on the floor nor the danger that her boy is in with the stool about to cobble over and him potentially being injured. ","Play, pause, people, panda, period, post, postman, flutterly, pebble, port, pun, pet, a potter, a prompt, people play, what else, parade, presence, posture, platitude, plimpsule, pirate, a pig, a pig, a pig, a pig, a pig, a pig, poor, putt. ","ape, bear, cat, dog, eland, fish, giraffe, jackal, koala, lemur, marmoseid, osrit, panda, I don't know anything that begins with Q, any animal, rhinoceros, Snakes, hotels, can I think of? Dog, of course, I should have thought of that one first. I can't think of any else. My brain's gone. I'm finding it difficult to focus on that. So I'm sorry, I've run out of answers. "
Process-rec-031,"It's a kitchen environment, three people involved. A young boy has climbed on a stall, stealing cookies out of the cupboard and appears to be falling backwards as he's passing a cookie to his sister who stood down below. The mother appears to be at the sink, wiping a plate while the Tap is running and the sink is flowing overflowing. We'll water going on the floor. There's an open window from which you can see the garden. There's a couple of plates on the side. ","phone, perhaps, please, peacock, pony, ponytail, posterior, punctual, pertaining, performance, preferring, pretense, practical, practical ability, participant, particular, partition, portable, palatable, punctual, ","always start with an odd walk, cat, dog, monkey, giraffe, elephant, lion, tiger, leopard, ball, bison, that was slowing down, rabbits, trying to think of the names of crocodiles, mucats, gorillas, "
